#
# Sample name: Sample title.                                                   
# Sample id:   
# Sample type: 
# User name:   
# Sample description: 
#
# Start time:    2002-01-05, 21:01:54
# Real time (s): 1213075.660
# Live time (s): 1209818.120
#
# Total counts:  221428538
#
# Left marker:  20 (7.086 keV)
# Right marker: 50 (17.695 keV)
# Counts:       4574772
#
# Energy calibration coefficients ( E = sum(Ai * n**i) )
#     A0: 0.012663
#     A1: 0.353645
#     A2: 0.000000
#     A3: 0.000000
# Energy unit: keV
#
# Channel data
# n	energy(keV)	counts	rate(1/s)
#-----------------------------------------------------------------------
2643	934.696	28990	0.0239623
2644	935.050	28945	0.0239251
2645	935.404	28939	0.0239201
2646	935.757	28939	0.0239201
2647	936.111	28932	0.0239143
2648	936.465	28860	0.0238548
2649	936.818	29157	0.0241003
2650	937.172	29560	0.0244334
2651	937.526	29251	0.024178
2652	937.879	28861	0.0238557
2653	938.233	29442	0.0243359
2654	938.587	28947	0.0239267
2655	938.940	28979	0.0239532
2656	939.294	28803	0.0238077
2657	939.647	28768	0.0237788
2658	940.001	29325	0.0242392
2659	940.355	29182	0.024121
2660	940.708	29392	0.0242946
2661	941.062	29012	0.0239805
2662	941.416	28938	0.0239193
2663	941.769	29335	0.0242474
2664	942.123	29131	0.0240788
2665	942.477	29360	0.0242681
2666	942.830	29420	0.0243177
2667	943.184	29220	0.0241524
2668	943.538	29298	0.0242169
2669	943.891	29406	0.0243061
2670	944.245	29458	0.0243491
2671	944.599	29628	0.0244896
2672	944.952	29812	0.0246417
2673	945.306	29762	0.0246004
2674	945.659	30140	0.0249128
2675	946.013	30072	0.0248566
2676	946.367	30334	0.0250732
2677	946.720	31061	0.0256741
2678	947.074	32367	0.0267536
2679	947.428	34389	0.0284249
2680	947.781	37806	0.0312493
2681	948.135	41481	0.034287
2682	948.489	45959	0.0379884
2683	948.842	49975	0.0413079
2684	949.196	52353	0.0432734
2685	949.550	53278	0.044038
2686	949.903	51817	0.0428304
2687	950.257	49079	0.0405673
2688	950.610	45339	0.0374759
2689	950.964	40733	0.0336687
2690	951.318	37028	0.0306063
2691	951.671	34269	0.0283257
2692	952.025	32767	0.0270842
2693	952.379	30922	0.0255592
2694	952.732	30238	0.0249938
2695	953.086	30139	0.024912
2696	953.440	29867	0.0246872
2697	953.793	30075	0.0248591
2698	954.147	29692	0.0245425
2699	954.501	29702	0.0245508
2700	954.854	29812	0.0246417
2701	955.208	29730	0.0245739
2702	955.562	29720	0.0245657
2703	955.915	29834	0.0246599
2704	956.269	29713	0.0245599
2705	956.622	29617	0.0244805
2706	956.976	29901	0.0247153
2707	957.330	29579	0.0244491
2708	957.683	29977	0.0247781
2709	958.037	29660	0.0245161
2710	958.391	29659	0.0245153
2711	958.744	29851	0.024674
2712	959.098	29829	0.0246558
2713	959.452	29775	0.0246111
2714	959.805	30094	0.0248748
2715	960.159	29800	0.0246318
2716	960.513	29954	0.0247591
2717	960.866	30116	0.024893
2718	961.220	29828	0.0246549
2719	961.573	29905	0.0247186
2720	961.927	29808	0.0246384
2721	962.281	29968	0.0247707
2722	962.634	29694	0.0245442
2723	962.988	29992	0.0247905
2724	963.342	30031	0.0248227
2725	963.695	30075	0.0248591
2726	964.049	30010	0.0248054
2727	964.403	30334	0.0250732
2728	964.756	30439	0.02516
2729	965.110	30071	0.0248558
2730	965.464	30302	0.0250467
2731	965.817	30000	0.0247971
2732	966.171	29918	0.0247293
2733	966.525	30068	0.0248533
2734	966.878	30104	0.0248831
2735	967.232	29799	0.024631
2736	967.585	30198	0.0249608
2737	967.939	30485	0.025198
2738	968.293	30352	0.0250881
2739	968.646	30668	0.0253493
2740	969.000	30726	0.0253972
2741	969.354	30481	0.0251947
2742	969.707	29971	0.0247731
2743	970.061	30045	0.0248343
2744	970.415	30122	0.024898
2745	970.768	30309	0.0250525
2746	971.122	30237	0.024993
2747	971.476	30251	0.0250046
2748	971.829	30118	0.0248947
2749	972.183	30141	0.0249137
2750	972.536	30342	0.0250798
2751	972.890	30434	0.0251558
2752	973.244	29906	0.0247194
2753	973.597	30269	0.0250195
2754	973.951	30161	0.0249302
2755	974.305	30496	0.0252071
2756	974.658	30400	0.0251277
2757	975.012	30378	0.0251096
2758	975.366	30422	0.0251459
2759	975.719	30539	0.0252426
2760	976.073	30690	0.0253674
2761	976.427	30348	0.0250848
2762	976.780	30338	0.0250765
2763	977.134	30662	0.0253443
2764	977.488	30595	0.0252889
2765	977.841	30697	0.0253732
2766	978.195	30347	0.0250839
2767	978.548	30575	0.0252724
2768	978.902	30284	0.0250319
2769	979.256	30552	0.0252534
2770	979.609	30345	0.0250823
2771	979.963	30242	0.0249971
2772	980.317	30531	0.025236
2773	980.670	30321	0.0250624
2774	981.024	30567	0.0252658
2775	981.378	30689	0.0253666
2776	981.731	30560	0.02526
2777	982.085	30884	0.0255278
2778	982.439	30705	0.0253798
2779	982.792	30550	0.0252517
2780	983.146	30732	0.0254022
2781	983.499	30464	0.0251806
2782	983.853	30480	0.0251939
2783	984.207	30571	0.0252691
2784	984.560	30458	0.0251757
2785	984.914	30742	0.0254104
2786	985.268	30797	0.0254559
2787	985.621	30560	0.02526
2788	985.975	30851	0.0255005
2789	986.329	30820	0.0254749
2790	986.682	30860	0.025508
2791	987.036	30924	0.0255609
2792	987.390	30832	0.0254848
2793	987.743	30694	0.0253708
2794	988.097	30710	0.025384
2795	988.451	31200	0.025789
2796	988.804	30999	0.0256229
2797	989.158	30957	0.0255881
2798	989.511	31073	0.025684
2799	989.865	30705	0.0253798
2800	990.219	31007	0.0256295
2801	990.572	30844	0.0254947
2802	990.926	31053	0.0256675
2803	991.280	30734	0.0254038
2804	991.633	31040	0.0256567
2805	991.987	31049	0.0256642
2806	992.341	30963	0.0255931
2807	992.694	31329	0.0258956
2808	993.048	31193	0.0257832
2809	993.402	31207	0.0257948
2810	993.755	31083	0.0256923
2811	994.109	31591	0.0261122
2812	994.462	31167	0.0257617
2813	994.816	30842	0.0254931
2814	995.170	31400	0.0259543
2815	995.523	31270	0.0258469
2816	995.877	30954	0.0255857
2817	996.231	31294	0.0258667
2818	996.584	31068	0.0256799
2819	996.938	31048	0.0256634
2820	997.292	31622	0.0261378
2821	997.645	31122	0.0257245
2822	997.999	31544	0.0260733
2823	998.353	31573	0.0260973
2824	998.706	31711	0.0262114
2825	999.060	31142	0.0257411
2826	999.414	31271	0.0258477
2827	999.767	31992	0.0264436
2828	1000.121	31594	0.0261147
2829	1000.474	31665	0.0261734
2830	1000.828	31483	0.0260229
2831	1001.182	31416	0.0259675
2832	1001.535	31534	0.0260651
2833	1001.889	31613	0.0261304
2834	1002.243	31443	0.0259899
2835	1002.596	31483	0.0260229
2836	1002.950	31624	0.0261395
2837	1003.304	31441	0.0259882
2838	1003.657	31383	0.0259403
2839	1004.011	31522	0.0260552
2840	1004.365	31507	0.0260428
2841	1004.718	31578	0.0261014
2842	1005.072	31477	0.026018
2843	1005.425	31551	0.0260791
2844	1005.779	31797	0.0262825
2845	1006.133	31335	0.0259006
2846	1006.486	31596	0.0261163
2847	1006.840	31346	0.0259097
2848	1007.194	31804	0.0262882
2849	1007.547	31621	0.026137
2850	1007.901	31788	0.026275
2851	1008.255	31768	0.0262585
2852	1008.608	31658	0.0261676
2853	1008.962	31561	0.0260874
2854	1009.316	31857	0.0263321
2855	1009.669	31979	0.0264329
2856	1010.023	31844	0.0263213
2857	1010.377	31819	0.0263006
2858	1010.730	32038	0.0264817
2859	1011.084	32273	0.0266759
2860	1011.437	31783	0.0262709
2861	1011.791	32336	0.026728
2862	1012.145	31678	0.0261841
2863	1012.498	32050	0.0264916
2864	1012.852	31770	0.0262601
2865	1013.206	32041	0.0264841
2866	1013.559	32076	0.0265131
2867	1013.913	31988	0.0264403
2868	1014.267	31889	0.0263585
2869	1014.620	31857	0.0263321
2870	1014.974	32035	0.0264792
2871	1015.328	31988	0.0264403
2872	1015.681	32000	0.0264503
2873	1016.035	32353	0.026742
2874	1016.388	32159	0.0265817
2875	1016.742	32294	0.0266933
2876	1017.096	32134	0.026561
2877	1017.449	32146	0.0265709
2878	1017.803	32303	0.0267007
2879	1018.157	32293	0.0266924
2880	1018.510	32273	0.0266759
2881	1018.864	31942	0.0264023
2882	1019.218	32293	0.0266924
2883	1019.571	32273	0.0266759
2884	1019.925	32236	0.0266453
2885	1020.279	32087	0.0265222
2886	1020.632	32556	0.0269098
2887	1020.986	32297	0.0266957
2888	1021.340	32429	0.0268049
2889	1021.693	32272	0.0266751
2890	1022.047	32576	0.0269264
2891	1022.400	32179	0.0265982
2892	1022.754	32688	0.0270189
2893	1023.108	32549	0.026904
2894	1023.461	32438	0.0268123
2895	1023.815	32405	0.026785
2896	1024.169	32319	0.0267139
2897	1024.522	32655	0.0269917
2898	1024.876	32331	0.0267239
2899	1025.230	32601	0.026947
2900	1025.583	32465	0.0268346
2901	1025.937	32570	0.0269214
2902	1026.291	32848	0.0271512
2903	1026.644	32686	0.0270173
2904	1026.998	32593	0.0269404
2905	1027.351	32576	0.0269264
2906	1027.705	32793	0.0271057
2907	1028.059	32447	0.0268197
2908	1028.412	32848	0.0271512
2909	1028.766	32853	0.0271553
2910	1029.120	33008	0.0272834
2911	1029.473	32796	0.0271082
2912	1029.827	32906	0.0271991
2913	1030.181	32531	0.0268892
2914	1030.534	32550	0.0269049
2915	1030.888	32978	0.0272586
2916	1031.242	32943	0.0272297
2917	1031.595	32850	0.0271528
2918	1031.949	32991	0.0272694
2919	1032.302	32764	0.0270818
2920	1032.656	32997	0.0272743
2921	1033.010	32966	0.0272487
2922	1033.363	32862	0.0271628
2923	1033.717	32932	0.0272206
2924	1034.071	32843	0.0271471
2925	1034.424	32799	0.0271107
2926	1034.778	33072	0.0273363
2927	1035.132	32808	0.0271181
2928	1035.485	32673	0.0270065
2929	1035.839	33037	0.0273074
2930	1036.193	33120	0.027376
2931	1036.546	33090	0.0273512
2932	1036.900	32998	0.0272752
2933	1037.254	33057	0.0273239
2934	1037.607	33471	0.0276661
2935	1037.961	33384	0.0275942
2936	1038.314	33380	0.0275909
2937	1038.668	33354	0.0275694
2938	1039.022	33358	0.0275727
2939	1039.375	33278	0.0275066
2940	1039.729	33501	0.0276909
2941	1040.083	33102	0.0273611
2942	1040.436	33356	0.0275711
2943	1040.790	33336	0.0275546
2944	1041.144	33584	0.0277595
2945	1041.497	33373	0.0275851
2946	1041.851	33766	0.02791
2947	1042.205	33450	0.0276488
2948	1042.558	33927	0.0280431
2949	1042.912	33985	0.028091
2950	1043.265	33590	0.0277645
2951	1043.619	33403	0.0276099
2952	1043.973	33519	0.0277058
2953	1044.326	33443	0.027643
2954	1044.680	33957	0.0280679
2955	1045.034	33741	0.0278893
2956	1045.387	33707	0.0278612
2957	1045.741	33695	0.0278513
2958	1046.095	33816	0.0279513
2959	1046.448	33798	0.0279364
2960	1046.802	33737	0.027886
2961	1047.156	33921	0.0280381
2962	1047.509	33806	0.027943
2963	1047.863	34086	0.0281745
2964	1048.217	33967	0.0280761
2965	1048.570	33852	0.0279811
2966	1048.924	34017	0.0281174
2967	1049.277	33810	0.0279463
2968	1049.631	34015	0.0281158
2969	1049.985	33820	0.0279546
2970	1050.338	33938	0.0280522
2971	1050.692	34020	0.0281199
2972	1051.046	34095	0.0281819
2973	1051.399	33875	0.0280001
2974	1051.753	34340	0.0283844
2975	1052.107	34350	0.0283927
2976	1052.460	34085	0.0281737
2977	1052.814	34248	0.0283084
2978	1053.168	34529	0.0285407
2979	1053.521	34463	0.0284861
2980	1053.875	34269	0.0283257
2981	1054.228	34173	0.0282464
2982	1054.582	34138	0.0282175
2983	1054.936	34426	0.0284555
2984	1055.289	34406	0.028439
2985	1055.643	34601	0.0286002
2986	1055.997	34187	0.028258
2987	1056.350	34698	0.0286803
2988	1056.704	33975	0.0280827
2989	1057.058	34508	0.0285233
2990	1057.411	34725	0.0287027
2991	1057.765	34242	0.0283034
2992	1058.119	34558	0.0285646
2993	1058.472	34530	0.0285415
2994	1058.826	34617	0.0286134
2995	1059.180	34624	0.0286192
2996	1059.533	34813	0.0287754
2997	1059.887	35027	0.0289523
2998	1060.240	34339	0.0283836
2999	1060.594	34613	0.0286101
3000	1060.948	34675	0.0286613
3001	1061.301	34829	0.0287886
3002	1061.655	34803	0.0287671
3003	1062.009	34643	0.0286349
3004	1062.362	34525	0.0285373
3005	1062.716	34806	0.0287696
3006	1063.070	34876	0.0288275
3007	1063.423	34690	0.0286737
3008	1063.777	35076	0.0289928
3009	1064.131	34897	0.0288448
3010	1064.484	35061	0.0289804
3011	1064.838	34839	0.0287969
3012	1065.191	35064	0.0289829
3013	1065.545	34931	0.0288729
3014	1065.899	35008	0.0289366
3015	1066.252	35259	0.0291441
3016	1066.606	35024	0.0289498
3017	1066.960	34969	0.0289043
3018	1067.313	35429	0.0292846
3019	1067.667	35234	0.0291234
3020	1068.021	34936	0.0288771
3021	1068.374	35126	0.0290341
3022	1068.728	35249	0.0291358
3023	1069.082	34939	0.0288795
3024	1069.435	35310	0.0291862
3025	1069.789	35256	0.0291416
3026	1070.143	35525	0.0293639
3027	1070.496	35251	0.0291374
3028	1070.850	35167	0.029068
3029	1071.203	35449	0.0293011
3030	1071.557	35539	0.0293755
3031	1071.911	35597	0.0294234
3032	1072.264	35786	0.0295797
3033	1072.618	35438	0.029292
3034	1072.972	35861	0.0296416
3035	1073.325	35517	0.0293573
3036	1073.679	35460	0.0293102
3037	1074.033	35722	0.0295268
3038	1074.386	35858	0.0296392
3039	1074.740	35459	0.0293094
3040	1075.094	35498	0.0293416
3041	1075.447	35653	0.0294697
3042	1075.801	35670	0.0294838
3043	1076.154	35685	0.0294962
3044	1076.508	35424	0.0292804
3045	1076.862	35688	0.0294986
3046	1077.215	36010	0.0297648
3047	1077.569	36010	0.0297648
3048	1077.923	35723	0.0295276
3049	1078.276	35900	0.0296739
3050	1078.630	35879	0.0296565
3051	1078.984	36141	0.0298731
3052	1079.337	36087	0.0298285
3053	1079.691	35986	0.029745
3054	1080.045	36426	0.0301087
3055	1080.398	35633	0.0294532
3056	1080.752	36295	0.0300004
3057	1081.106	36485	0.0301574
3058	1081.459	36389	0.0300781
3059	1081.813	36252	0.0299648
3060	1082.166	36463	0.0301392
3061	1082.520	36247	0.0299607
3062	1082.874	36065	0.0298103
3063	1083.227	36675	0.0303145
3064	1083.581	36128	0.0298623
3065	1083.935	36384	0.0300739
3066	1084.288	36328	0.0300277
3067	1084.642	36436	0.0301169
3068	1084.996	36616	0.0302657
3069	1085.349	36455	0.0301326
3070	1085.703	36534	0.0301979
3071	1086.057	36839	0.03045
3072	1086.410	36345	0.0300417
3073	1086.764	36655	0.0302979
3074	1087.117	36815	0.0304302
3075	1087.471	36405	0.0300913
3076	1087.825	36652	0.0302955
3077	1088.178	36831	0.0304434
3078	1088.532	36549	0.0302103
3079	1088.886	36658	0.0303004
3080	1089.239	36328	0.0300277
3081	1089.593	36903	0.0305029
3082	1089.947	36699	0.0303343
3083	1090.300	37145	0.030703
3084	1090.654	36894	0.0304955
3085	1091.008	37368	0.0308873
3086	1091.361	37106	0.0306707
3087	1091.715	37002	0.0305848
3088	1092.069	37140	0.0306988
3089	1092.422	36977	0.0305641
3090	1092.776	37217	0.0307625
3091	1093.129	37423	0.0309327
3092	1093.483	37441	0.0309476
3093	1093.837	37471	0.0309724
3094	1094.190	37151	0.0307079
3095	1094.544	37411	0.0309228
3096	1094.898	37221	0.0307658
3097	1095.251	37285	0.0308187
3098	1095.605	37436	0.0309435
3099	1095.959	37102	0.0306674
3100	1096.312	37839	0.0312766
3101	1096.666	37526	0.0310179
3102	1097.020	37663	0.0311311
3103	1097.373	37470	0.0309716
3104	1097.727	37357	0.0308782
3105	1098.080	37203	0.0307509
3106	1098.434	37459	0.0309625
3107	1098.788	37953	0.0313708
3108	1099.141	37717	0.0311758
3109	1099.495	37424	0.0309336
3110	1099.849	38100	0.0314923
3111	1100.202	37589	0.03107
3112	1100.556	37411	0.0309228
3113	1100.910	37617	0.0310931
3114	1101.263	37875	0.0313064
3115	1101.617	37594	0.0310741
3116	1101.971	38326	0.0316791
3117	1102.324	38293	0.0316519
3118	1102.678	37984	0.0313965
3119	1103.032	38013	0.0314204
3120	1103.385	38053	0.0314535
3121	1103.739	38110	0.0315006
3122	1104.092	38067	0.0314651
3123	1104.446	38180	0.0315585
3124	1104.800	38124	0.0315122
3125	1105.153	37923	0.031346
3126	1105.507	38263	0.0316271
3127	1105.861	38328	0.0316808
3128	1106.214	38355	0.0317031
3129	1106.568	38297	0.0316552
3130	1106.922	38427	0.0317626
3131	1107.275	38803	0.0320734
3132	1107.629	38395	0.0317362
3133	1107.983	38408	0.0317469
3134	1108.336	38424	0.0317601
3135	1108.690	38397	0.0317378
3136	1109.043	39015	0.0322486
3137	1109.397	38996	0.0322329
3138	1109.751	38693	0.0319825
3139	1110.104	38929	0.0321776
3140	1110.458	38962	0.0322048
3141	1110.812	38867	0.0321263
3142	1111.165	38631	0.0319312
3143	1111.519	38809	0.0320784
3144	1111.873	39132	0.0323454
3145	1112.226	38349	0.0316982
3146	1112.580	38978	0.0322181
3147	1112.934	39105	0.032323
3148	1113.287	38911	0.0321627
3149	1113.641	39125	0.0323396
3150	1113.994	38892	0.032147
3151	1114.348	38995	0.0322321
3152	1114.702	39401	0.0325677
3153	1115.055	38876	0.0321338
3154	1115.409	39193	0.0323958
3155	1115.763	39374	0.0325454
3156	1116.116	39301	0.032485
3157	1116.470	39369	0.0325413
3158	1116.824	39403	0.0325694
3159	1117.177	39365	0.0325379
3160	1117.531	39619	0.0327479
3161	1117.885	39445	0.0326041
3162	1118.238	39173	0.0323792
3163	1118.592	39650	0.0327735
3164	1118.946	39892	0.0329736
3165	1119.299	39783	0.0328835
3166	1119.653	39482	0.0326347
3167	1120.006	39683	0.0328008
3168	1120.360	40252	0.0332711
3169	1120.714	39627	0.0327545
3170	1121.067	39869	0.0329545
3171	1121.421	40142	0.0331802
3172	1121.775	39867	0.0329529
3173	1122.128	40307	0.0333166
3174	1122.482	39680	0.0327983
3175	1122.836	39839	0.0329297
3176	1123.189	40128	0.0331686
3177	1123.543	40535	0.033505
3178	1123.897	39965	0.0330339
3179	1124.250	40097	0.033143
3180	1124.604	40173	0.0332058
3181	1124.957	40065	0.0331165
3182	1125.311	40105	0.0331496
3183	1125.665	40357	0.0333579
3184	1126.018	40560	0.0335257
3185	1126.372	40260	0.0332777
3186	1126.726	40427	0.0334158
3187	1127.079	40469	0.0334505
3188	1127.433	40895	0.0338026
3189	1127.787	40338	0.0333422
3190	1128.140	40680	0.0336249
3191	1128.494	40707	0.0336472
3192	1128.848	40518	0.033491
3193	1129.201	40580	0.0335422
3194	1129.555	40678	0.0336232
3195	1129.909	41004	0.0338927
3196	1130.262	40916	0.03382
3197	1130.616	40603	0.0335612
3198	1130.969	41380	0.0342035
3199	1131.323	41029	0.0339134
3200	1131.677	40732	0.0336679
3201	1132.030	41346	0.0341754
3202	1132.384	41043	0.0339249
3203	1132.738	41277	0.0341184
3204	1133.091	41070	0.0339473
3205	1133.445	41317	0.0341514
3206	1133.799	41038	0.0339208
3207	1134.152	41639	0.0344176
3208	1134.506	41299	0.0341365
3209	1134.860	41492	0.0342961
3210	1135.213	41421	0.0342374
3211	1135.567	41299	0.0341365
3212	1135.920	41295	0.0341332
3213	1136.274	41301	0.0341382
3214	1136.628	41511	0.0343118
3215	1136.981	41570	0.0343605
3216	1137.335	41744	0.0345044
3217	1137.689	41680	0.0344515
3218	1138.042	41787	0.0345399
3219	1138.396	41595	0.0343812
3220	1138.750	41738	0.0344994
3221	1139.103	42017	0.03473
3222	1139.457	42007	0.0347217
3223	1139.811	42346	0.035002
3224	1140.164	41773	0.0345283
3225	1140.518	42232	0.0349077
3226	1140.872	42324	0.0349838
3227	1141.225	42239	0.0349135
3228	1141.579	41888	0.0346234
3229	1141.932	42217	0.0348953
3230	1142.286	42450	0.0350879
3231	1142.640	42296	0.0349606
3232	1142.993	42170	0.0348565
3233	1143.347	42218	0.0348962
3234	1143.701	42340	0.034997
3235	1144.054	42745	0.0353318
3236	1144.408	42502	0.0351309
3237	1144.762	42585	0.0351995
3238	1145.115	42635	0.0352408
3239	1145.469	42721	0.0353119
3240	1145.823	42837	0.0354078
3241	1146.176	42356	0.0350102
3242	1146.530	42816	0.0353904
3243	1146.883	42935	0.0354888
3244	1147.237	42731	0.0353202
3245	1147.591	42962	0.0355111
3246	1147.944	42827	0.0353995
3247	1148.298	42956	0.0355062
3248	1148.652	43088	0.0356153
3249	1149.005	43421	0.0358905
3250	1149.359	43036	0.0355723
3251	1149.713	43248	0.0357475
3252	1150.066	43333	0.0358178
3253	1150.420	43290	0.0357822
3254	1150.774	43715	0.0361335
3255	1151.127	43381	0.0358575
3256	1151.481	43419	0.0358889
3257	1151.835	43570	0.0360137
3258	1152.188	43394	0.0358682
3259	1152.542	43719	0.0361368
3260	1152.895	43353	0.0358343
3261	1153.249	43886	0.0362749
3262	1153.603	43701	0.036122
3263	1153.956	43987	0.0363584
3264	1154.310	44160	0.0365014
3265	1154.664	44251	0.0365766
3266	1155.017	43960	0.036336
3267	1155.371	44183	0.0365204
3268	1155.725	44138	0.0364832
3269	1156.078	44062	0.0364204
3270	1156.432	44391	0.0366923
3271	1156.786	44296	0.0366138
3272	1157.139	44472	0.0367592
3273	1157.493	44286	0.0366055
3274	1157.846	43935	0.0363154
3275	1158.200	44314	0.0366286
3276	1158.554	44297	0.0366146
3277	1158.907	44780	0.0370138
3278	1159.261	44675	0.036927
3279	1159.615	44802	0.037032
3280	1159.968	44721	0.0369651
3281	1160.322	44682	0.0369328
3282	1160.676	45034	0.0372238
3283	1161.029	44301	0.0366179
3284	1161.383	44815	0.0370428
3285	1161.737	44872	0.0370899
3286	1162.090	45225	0.0373817
3287	1162.444	44828	0.0370535
3288	1162.798	44851	0.0370725
3289	1163.151	45327	0.037466
3290	1163.505	45039	0.0372279
3291	1163.858	45448	0.037566
3292	1164.212	45593	0.0376858
3293	1164.566	45644	0.037728
3294	1164.919	45639	0.0377239
3295	1165.273	45806	0.0378619
3296	1165.627	45720	0.0377908
3297	1165.980	45908	0.0379462
3298	1166.334	45564	0.0376619
3299	1166.688	45586	0.03768
3300	1167.041	45997	0.0380198
3301	1167.395	45620	0.0377081
3302	1167.749	46174	0.0381661
3303	1168.102	46124	0.0381247
3304	1168.456	45307	0.0374494
3305	1168.809	46073	0.0380826
3306	1169.163	46125	0.0381256
3307	1169.517	46333	0.0382975
3308	1169.870	46358	0.0383182
3309	1170.224	46120	0.0381214
3310	1170.578	46469	0.0384099
3311	1170.931	46717	0.0386149
3312	1171.285	46595	0.0385141
3313	1171.639	46736	0.0386306
3314	1171.992	46231	0.0382132
3315	1172.346	46800	0.0386835
3316	1172.700	46995	0.0388447
3317	1173.053	47070	0.0389067
3318	1173.407	46981	0.0388331
3319	1173.761	46603	0.0385207
3320	1174.114	46619	0.0385339
3321	1174.468	47195	0.03901
